author,commitHash,additions,deletions,filePath,filesChanged
Spencer Presley,029ae6f976e8822368a6ef652c3f1b52cb92f75d,23,46,WebDev/Mockups/HomePage/Articles.html,4
Spencer Presley,029ae6f976e8822368a6ef652c3f1b52cb92f75d,44,20,WebDev/Mockups/HomePage/styles.css,4
Spencer Presley,029ae6f976e8822368a6ef652c3f1b52cb92f75d,19,30,WebDev/Mockups/TopicA-Z/TopicsA-Z.html,4
Spencer Presley,029ae6f976e8822368a6ef652c3f1b52cb92f75d,49,13,WebDev/Mockups/TopicA-Z/styles.css,4
Spencer Presley,566dd2e3b808f8b6a9863a76b6df2b4e3092834d,20,45,WebDev/Mockups/FacultyPage.html/Faculty.html,2
Spencer Presley,566dd2e3b808f8b6a9863a76b6df2b4e3092834d,64,12,WebDev/Mockups/FacultyPage.html/styles.css,2
Cole Barbes,68722b6361cf11f7de42d53708a92350d9add4ef,5,0,Arxiv-Training/Data_Management/test.py,2
Cole Barbes,68722b6361cf11f7de42d53708a92350d9add4ef,0,5,Arxiv-Training/test.py,2
SpencerPresley,17e988852d4b6f6ec0c57d8118eea23967d27dcc,0,2,PythonCode/Utilities/UnitTesting.py,4
SpencerPresley,17e988852d4b6f6ec0c57d8118eea23967d27dcc,0,30,PythonCode/Utilities/faculty_set_postprocessor.py,4
SpencerPresley,17e988852d4b6f6ec0c57d8118eea23967d27dcc,2,27,PythonCode/Utilities/utilities.py,4
SpencerPresley,17e988852d4b6f6ec0c57d8118eea23967d27dcc,2,68,PythonCode/Utilities/wos_classification.py,4
Spencer Presley,9a51c8d2a41697a654408316a9e48d13080e5e20,0,175,PythonCode/WoS_Classification/WoS_Classification.py,1
SpencerPresley,68f0c05db61e193524e839c6518cc3cbfff60b37,0,402,PythonCode/Utilities/DEPRECATED_faculty_processor.py,2
SpencerPresley,68f0c05db61e193524e839c6518cc3cbfff60b37,175,0,PythonCode/Utilities/Unused/WoS_Classification/WoS_Classification.py,2
SpencerPresley,c7818939cc6a1cf48fe26e71c7806fcefdaf4608,12,11,PythonCode/Utilities/UnitTesting.py,4
SpencerPresley,c7818939cc6a1cf48fe26e71c7806fcefdaf4608,16,7,PythonCode/Utilities/faculty_set_postprocessor.py,4
SpencerPresley,c7818939cc6a1cf48fe26e71c7806fcefdaf4608,15,15,PythonCode/Utilities/utilities.py,4
SpencerPresley,c7818939cc6a1cf48fe26e71c7806fcefdaf4608,21,12,PythonCode/Utilities/wos_classification.py,4
Underlord711,ecf42794a58dfd90b4c695c3d7827ab97574d4e7,0,0,WebDev/Mockups/ArticlesA-Z/styles2.css,1
Underlord711,f6f572c25f7613b3e1f8902c48e58e14d17892a8,3,34,WebDev/Mockups/ArticlesA-Z/Title.css,3
Underlord711,f6f572c25f7613b3e1f8902c48e58e14d17892a8,36,0,WebDev/Mockups/ArticlesA-Z/styles.css,3
Underlord711,f6f572c25f7613b3e1f8902c48e58e14d17892a8,0,8,WebDev/Mockups/ArticlesA-Z/tailwind.config.js,3
SpencerPresley,6ae46280bc340416a8c929f7fdd91a9a05d1d32a,4,9,PythonCode/Utilities/faculty_set_postprocessor.py,1
SpencerPresley,e602cee0b9e78a6f93a3e88d99da2433f6a33f84,27,15,PythonCode/Utilities/UnitTesting.py,2
SpencerPresley,e602cee0b9e78a6f93a3e88d99da2433f6a33f84,185,0,PythonCode/Utilities/faculty_set_postprocessor.py,2
Underlord711,8af6b3e04d631abe15dab037b3dfb1c5efafe6c1,10,12,WebDev/Mockups/ArticlesA-Z/Articles.html,2
Underlord711,8af6b3e04d631abe15dab037b3dfb1c5efafe6c1,8,0,WebDev/Mockups/ArticlesA-Z/tailwind.config.js,2
Underlord711,8b02f4d1ce173715c0056f91d23d03feb411d382,1,0,WebDev/Mockups/ArticlesA-Z/Articles.html,3
Underlord711,8b02f4d1ce173715c0056f91d23d03feb411d382,5,4,WebDev/Mockups/ArticlesA-Z/Title.css,3
Underlord711,8b02f4d1ce173715c0056f91d23d03feb411d382,1,1,WebDev/Mockups/ArticlesA-Z/styles.css,3
Underlord711,fa553c091a1e5368060d321bd82c0ca8569dac0c,-,-,WebDev/Mockups/Deliverable 1.pdf,1
SpencerPresley,2776ada3c911174a7ad6139ff303042a80a63960,23,5,PythonCode/Utilities/UnitTesting.py,2
SpencerPresley,2776ada3c911174a7ad6139ff303042a80a63960,25,10,PythonCode/Utilities/faculty_processor.py,2
SpencerPresley,6a7056c9dd08fd7ccee18986b938f198691e0a25,68,0,PythonCode/Utilities/UnitTesting.py,2
SpencerPresley,6a7056c9dd08fd7ccee18986b938f198691e0a25,148,8,PythonCode/Utilities/faculty_processor.py,2
Underlord711,ed7a53c6c6912c9104a2e2bc9b462fb777ea997f,56,0,WebDev/Mockups/HomePage/Articles.html,3
Underlord711,ed7a53c6c6912c9104a2e2bc9b462fb777ea997f,33,0,WebDev/Mockups/HomePage/Title.css,3
Underlord711,ed7a53c6c6912c9104a2e2bc9b462fb777ea997f,30,0,WebDev/Mockups/HomePage/styles.css,3
Underlord711,36938cbb3a3b8b5a77ad2dd53c619e4bff6c3e78,43,0,WebDev/Mockups/ArticlesA-Z/Articles.html,3
Underlord711,36938cbb3a3b8b5a77ad2dd53c619e4bff6c3e78,33,0,WebDev/Mockups/ArticlesA-Z/Title.css,3
Underlord711,36938cbb3a3b8b5a77ad2dd53c619e4bff6c3e78,27,0,WebDev/Mockups/ArticlesA-Z/styles.css,3
Underlord711,bfee3c16460ef58994a1617d495dc57587aebcb9,61,0,WebDev/Mockups/FacultyPage.html/Faculty.html,3
Underlord711,bfee3c16460ef58994a1617d495dc57587aebcb9,33,0,WebDev/Mockups/FacultyPage.html/Title.css,3
Underlord711,bfee3c16460ef58994a1617d495dc57587aebcb9,25,0,WebDev/Mockups/FacultyPage.html/styles.css,3
Underlord711,d77aae910d6867c3b74cf044a9308e8e075fee61,7,2,WebDev/Mockups/TopicA-Z/Title.css,3
Underlord711,d77aae910d6867c3b74cf044a9308e8e075fee61,36,20,WebDev/Mockups/TopicA-Z/TopicsA-Z.html,3
Underlord711,d77aae910d6867c3b74cf044a9308e8e075fee61,17,0,WebDev/Mockups/TopicA-Z/styles.css,3
Underlord711,e096fd10f7157876ae704d0c04ffb298e351adac,28,0,WebDev/Mockups/TopicA-Z/Title.css,2
Underlord711,e096fd10f7157876ae704d0c04ffb298e351adac,27,0,WebDev/Mockups/TopicA-Z/TopicsA-Z.html,2
Spencer Presley,9520280bdcf85f88fe3ef944befb89e499cfd30c,3,2,PythonCode/NeuralNet/Architecture_Draft.md,1
Spencer Presley,bc078c2db798ef68cd5bfcbcf45146d45d2ed2b1,68,0,PythonCode/NeuralNet/Architecture_Draft.md,1
SpencerPresley,c3848f4842ced7c1848ed7b0978a74b3a0c30598,5,1,.gitignore,3
SpencerPresley,c3848f4842ced7c1848ed7b0978a74b3a0c30598,17,0,DesignDocument/ColeSpencerGamePlan2-23.md,3
SpencerPresley,c3848f4842ced7c1848ed7b0978a74b3a0c30598,115,0,DesignDocument/DesignDocument_Draft_1.md,3
Underlord711,55a9e046cafa3546c55ac348f4ac2fd1941d90f0,39,0,WebDev/Jsom_Stuff/Counts.js,1
Cole Barbes,f15db8b9fb12e5ce0002b1f1f4287afaf06bcddd,13,0,Arxiv-Training/webscript.py,1
Cole Barbes,40cb15e931057cf7e1a0f249ae122d0b5271ad42,48,1,Arxiv-Training/BERT.md,1
Cole Barbes,60af2ed8d6847df6d053729cfa9e74863f77a606,15,0,Arxiv-Training/BERT.md,1
cbarbes,0ea2dafe68a0798a3ce65d22b88c8ff61d471f0d,0,526,Arxiv-Training/arxiv_testing.ipynb,4
cbarbes,0ea2dafe68a0798a3ce65d22b88c8ff61d471f0d,0,342,Arxiv-Training/bertopic.ipynb,4
cbarbes,0ea2dafe68a0798a3ce65d22b88c8ff61d471f0d,496,0,Arxiv-Training/test_bert.ipynb,4
cbarbes,0ea2dafe68a0798a3ce65d22b88c8ff61d471f0d,0,5,Arxiv-Training/wos.py,4
SpencerPresley,27412671ba66aeaa668dc1f0f81b13ad6dfba647,2,3,PythonCode/Utilities/utilities.py,1
SpencerPresley,0d42bf5443b5eff63567d0a4e33b4333bc4b20d8,47,0,PythonCode/NeuralNet/testing/DEPRECATED_model_test2.py,3
SpencerPresley,0d42bf5443b5eff63567d0a4e33b4333bc4b20d8,-,-,PythonCode/NeuralNet/testing/corpora/omw-1.4.zip,3
SpencerPresley,0d42bf5443b5eff63567d0a4e33b4333bc4b20d8,-,-,PythonCode/NeuralNet/testing/corpora/wordnet.zip,3
SpencerPresley,4211c3ac69339c78c9092ac75a1815278cf2b8cc,53,3,PythonCode/Utilities/utilities.py,1
SpencerPresley,aecc37d14f05d318a878ac5fed20c7e41c50beaa,155,121,PythonCode/NeuralNet/testing/model_tools.py,1
SpencerPresley,4f188019e49d27a7c1c2b2627c60e583776773be,29,7,PythonCode/NeuralNet/testing/model_tools.py,1
SpencerPresley,96ce770db2bc1b6b077d48494274b3d849d81431,36,14,PythonCode/NeuralNet/testing/model_tools.py,1
SpencerPresley,d695eb898d571b374d82bf67d7f653c64146e233,118,68,PythonCode/NeuralNet/testing/model_tools.py,1
SpencerPresley,940e3020a94ab6ba54a64f1770cd99313fa8db08,2,1,.gitignore,3
SpencerPresley,940e3020a94ab6ba54a64f1770cd99313fa8db08,9,7,PythonCode/NeuralNet/testing/model_test.py,3
SpencerPresley,940e3020a94ab6ba54a64f1770cd99313fa8db08,103,0,PythonCode/NeuralNet/testing/model_tools.py,3
Will Chmar,de42169bbf50ca04abfebf47444e20916745de0c,-,-,WebDev/Mockups/Deliverable 1.pdf,7
Will Chmar,de42169bbf50ca04abfebf47444e20916745de0c,56,0,WebDev/Mockups/mockup.html,7
Will Chmar,de42169bbf50ca04abfebf47444e20916745de0c,48,0,WebDev/Mockups/styles.css,7
Will Chmar,de42169bbf50ca04abfebf47444e20916745de0c,0,0,WebDev/Tutorial/empty.txt,7
Will Chmar,de42169bbf50ca04abfebf47444e20916745de0c,11,0,WebDev/Tutorial/index.html,7
Will Chmar,de42169bbf50ca04abfebf47444e20916745de0c,17,0,WebDev/Tutorial/server.js,7
Will Chmar,de42169bbf50ca04abfebf47444e20916745de0c,0,0,WebDev/empty.txt,7
Cole Barbes,574ca18adcb7193abeb567fdc9f725ea0f774136,0,1,Arxiv-Training/abstracts.txt,2
Cole Barbes,574ca18adcb7193abeb567fdc9f725ea0f774136,6,0,Arxiv-Training/arxiv-testing.py,2
SpencerPresley,c1a885ad34a7db9b8e902e3b35bc3ddb8b71ebae,0,0,PythonCode/NeuralNet/empty.txt,5
SpencerPresley,c1a885ad34a7db9b8e902e3b35bc3ddb8b71ebae,-,-,PythonCode/NeuralNet/testing/archive.zip,5
SpencerPresley,c1a885ad34a7db9b8e902e3b35bc3ddb8b71ebae,10,0,PythonCode/NeuralNet/testing/dataset_testing.py,5
SpencerPresley,c1a885ad34a7db9b8e902e3b35bc3ddb8b71ebae,108,0,PythonCode/NeuralNet/testing/model_test.py,5
SpencerPresley,c1a885ad34a7db9b8e902e3b35bc3ddb8b71ebae,12,2,PythonCode/Utilities/arxivAPItest.py,5
cbarbes,0e12842c1f29112d5d39c4fba56047ef1e34ab4f,0,0,Arxiv-Training/BERT.md,4
cbarbes,0e12842c1f29112d5d39c4fba56047ef1e34ab4f,0,0,Arxiv-Training/Notes.md,4
cbarbes,0e12842c1f29112d5d39c4fba56047ef1e34ab4f,404,47,Arxiv-Training/arxiv_testing.ipynb,4
cbarbes,0e12842c1f29112d5d39c4fba56047ef1e34ab4f,0,0,Arxiv-Training/design.md,4
SpencerPresley,61f96112b51f0e9c1478adff3ed545ec9abf689f,32,0,PythonCode/Utilities/arxivAPItest.py,5
SpencerPresley,61f96112b51f0e9c1478adff3ed545ec9abf689f,1,0,PythonCode/Utilities/arxivAPItestAB.txt,5
SpencerPresley,61f96112b51f0e9c1478adff3ed545ec9abf689f,-,-,PythonCode/Utilities/document.pdf,5
SpencerPresley,61f96112b51f0e9c1478adff3ed545ec9abf689f,4,0,PythonCode/Utilities/utilities.py,5
SpencerPresley,61f96112b51f0e9c1478adff3ed545ec9abf689f,19,0,PythonCode/Utilities/wos_classification.py,5
cbarbes,029b62bbff76b4d3f588a763740dd3db8f7aa334,0,1,Rommel-Center-Research,1
Cole Barbes,a595b0fc55d934e3ef0735565f06e48aabc3a136,1,0,Arxiv-Training/abstracts.txt,4
Cole Barbes,a595b0fc55d934e3ef0735565f06e48aabc3a136,231,46,Arxiv-Training/bertopic.ipynb,4
Cole Barbes,a595b0fc55d934e3ef0735565f06e48aabc3a136,11,1,Arxiv-Training/file_convert.py,4
Cole Barbes,a595b0fc55d934e3ef0735565f06e48aabc3a136,5,0,Arxiv-Training/wos.py,4
cbarbes,965d642af26fb227e32c605a5a5edb33acfb33da,36,10,Arxiv-Training/file_convert.py,2
cbarbes,965d642af26fb227e32c605a5a5edb33acfb33da,5,0,Arxiv-Training/test.py,2
SpencerPresley,06ebe5a5a10b74fb14ee112396a95beb9574fdfe,175,0,PythonCode/Utilities/duplicate_name_handler.py,2
SpencerPresley,06ebe5a5a10b74fb14ee112396a95beb9574fdfe,3,3,PythonCode/Utilities/wos_classification.py,2
Spencer Presley,e3bd9e8fa45baecba81db76c9e309eceb1fad917,1,1,PythonCode/Utilities/main.py,4
Spencer Presley,e3bd9e8fa45baecba81db76c9e309eceb1fad917,4,1,PythonCode/Utilities/test.py,4
Spencer Presley,e3bd9e8fa45baecba81db76c9e309eceb1fad917,15,4,PythonCode/Utilities/utilities.py,4
Spencer Presley,e3bd9e8fa45baecba81db76c9e309eceb1fad917,18,10,PythonCode/Utilities/wos_classification.py,4
SpencerPresley,72aeef275f0e58de787ff2a8ee943197646dbf9a,10,0,PythonCode/Utilities/test.py,3
SpencerPresley,72aeef275f0e58de787ff2a8ee943197646dbf9a,85,3,PythonCode/Utilities/utilities.py,3
SpencerPresley,72aeef275f0e58de787ff2a8ee943197646dbf9a,132,9,PythonCode/Utilities/wos_classification.py,3
Cole Barbes,5a424015722f48d4adbceeb404d7ab05c667120d,169,0,Arxiv-Training/arxiv_testing.ipynb,1
Cole Barbes,f267ecac43ccd65f590ba9e0e741828040052373,0,0,Arxiv-Training/.gitignore,3
Cole Barbes,f267ecac43ccd65f590ba9e0e741828040052373,29,0,Arxiv-Training/file_convert.py,3
Cole Barbes,f267ecac43ccd65f590ba9e0e741828040052373,3,16,Arxiv-Training/process.py,3
Cole Barbes,33df56379e97b966a2168cedfb70c03d0c1efd8d,1,0,Arxiv-Training/README.md,3
Cole Barbes,33df56379e97b966a2168cedfb70c03d0c1efd8d,157,0,Arxiv-Training/bertopic.ipynb,3
Cole Barbes,33df56379e97b966a2168cedfb70c03d0c1efd8d,18,0,Arxiv-Training/process.py,3
SpencerPresley,69e610007df658b365c9d6085cfdbebe96f97170,14,7,PythonCode/Utilities/wos_classification.py,1
SpencerPresley,0ef2640823beab923f6bf8eea8e12a410e4c6b72,1,0,PythonCode/Utilities/wos_classification.py,1
SpencerPresley,eba29c6948746c5fa6a12f34a5eb9ea12dafdce9,4,6,PythonCode/WoS_Classification/WoS_Classification.py,1
SpencerPresley,15d803e6925990112186ef47d3685b8d84d33d62,114,65,PythonCode/Utilities/utilities.py,2
SpencerPresley,15d803e6925990112186ef47d3685b8d84d33d62,63,0,PythonCode/Utilities/wos_classification.py,2
Spencer Presley,11af30577a85c73ce2732528ab83b04d2ecdf806,1,0,Rommel-Center-Research,2
Spencer Presley,11af30577a85c73ce2732528ab83b04d2ecdf806,59,0,Tutorials/Dictionary_Tutorial.py,2
SpencerPresley,a2ce4ea4608b752296284a432294a1684ce61cb9,36,14,PythonCode/WoS_Classification/WoS_Classification.py,1
Spencer Presley,6f74d3a0ac14d4d2f04b92fe3a170c8c8e628890,75,3,PythonCode/WoS_Classification/WoS_Classification.py,1
SpencerPresley,c08089823733b6a4c0367d4342c52b14280b734d,83,0,PythonCode/WoS_Classification/WoS_Classification.py,1
SpencerPresley,5f26f619e1394196dba7a1772df91fc85ced8f8f,4,4,Deprecated/DEPRECATED_splitter.py,5
SpencerPresley,5f26f619e1394196dba7a1772df91fc85ced8f8f,3,3,Deprecated/deprecated_functions.py,5
SpencerPresley,5f26f619e1394196dba7a1772df91fc85ced8f8f,2,2,Research/DOI_and_Paper_APIs.md,5
SpencerPresley,5f26f619e1394196dba7a1772df91fc85ced8f8f,6,6,Utilities/main.py,5
SpencerPresley,5f26f619e1394196dba7a1772df91fc85ced8f8f,18,16,Utilities/utilities.py,5
SpencerPresley,1cbd8b3f9c1c1bcd5f457ebfc4d8515a1bcbed75,1,1,Utilities/main.py,1
Spencer Presley,68d83d7488ceb8098e17c1bcf6d5ecf33c5b7a87,5,10,Utilities/utilities.py,1
SpencerPresley,6923a3f3d598da00cfd3d54403933a966fc0f163,19,3,Utilities/main.py,1
SpencerPresley,7d7e798cb398e8487654f3a7f94429ca2bb88ca6,22,0,Utilities/checkNumFiles_RemoveNewLine.py,3
SpencerPresley,7d7e798cb398e8487654f3a7f94429ca2bb88ca6,27,0,Utilities/main.py,3
SpencerPresley,7d7e798cb398e8487654f3a7f94429ca2bb88ca6,96,30,Utilities/utilities.py,3
SpencerPresley,758822eddcd20a37bfb03012be390086ee5e8a01,0,29,Utilities/utilities.py,1
Spencer Presley,ad828a6c4feaa998e900f7762e9ee18ac49b3967,4,4,Utilities/utilities.py,1
Spencer Presley,1f8708c048afbd24e1c6b471312f65d86921ab53,0,1,Utilities/utilities.py,1
SpencerPresley,371db558fd63610295838a26a7370ece528860ce,56,0,Utilities/DEPRECATED_splitter.py,4
SpencerPresley,371db558fd63610295838a26a7370ece528860ce,58,0,Utilities/deprecated_functions.py,4
SpencerPresley,371db558fd63610295838a26a7370ece528860ce,0,19,Utilities/splitter.py,4
SpencerPresley,371db558fd63610295838a26a7370ece528860ce,126,23,Utilities/utilities.py,4
Spencer Presley,19d4caba7e77c1803cdda50ea78af44a7f7d42cb,19,0,Utilities/splitter.py,2
Spencer Presley,19d4caba7e77c1803cdda50ea78af44a7f7d42cb,56,0,Utilities/utilities.py,2
SpencerPresley,521e0e736d1e6202b2a8cd4522898b23490a30ae,2,0,.gitignore,3
SpencerPresley,521e0e736d1e6202b2a8cd4522898b23490a30ae,68,6,Research/DOI_and_Paper_APIs.md,3
SpencerPresley,521e0e736d1e6202b2a8cd4522898b23490a30ae,-,-,Research/ScopusAPI.pdf,3
SpencerPresley,9a6b076008ab354255f6c2c8f2c1d1f73cc951ef,9,6,Research/DOI_and_Paper_APIs.md,1
SpencerPresley,013f9838ecee7c99e29fd749863f380bd7e4f31d,38,0,Research/DOI_and_Paper_APIs.md,1
Cole Barbes,3439e319f2a8182553b190e0eb6aac0690f7ef6e,13,87,README.md,1
Spencer Presley,f0c81e6ebb3b874cd645b21a588b70adb6552e1d,68,9,README.md,1
Cole Barbes,027f6e223ad97ea79538b68659c932bf170ccc97,10,1,README.md,1
Cole Barbes,5b7898d84f1b6f79d0ee1a72b34905ab9596cee1,1,0,README.md,1
Cole Barbes,adbdfb562835a1905ace94826626d53a2ab55c6d,1,1,README.md,1
Cole Barbes,96c5c1970632f48c7156d94e7fe7c767e24f9aa6,1,1,README.md,1
Cole Barbes,f2d2b7eeade9648b4ff195ec473a78733decca71,5,7,README.md,1
Cole Barbes,a55c090bb90da34e82dc58976790bd909ec7b0f9,27,1,README.md,1
Cole Barbes,717af8e4d701f763bc9a01cef5503c7741feccee,16,0,README.md,1
Cole Barbes,537399578c69d032fe00cdcc9025fe80029e2e51,2,2,README.md,1
Cole Barbes,f371a54a998d58a576a481e51ef3ce97b5596199,1,1,README.md,1
Cole Barbes,7f2885826898a31f4dc217fea83c3978394be202,1,1,README.md,1
Cole Barbes,9cdcfc6e183673e1abeae91e9877aac0a6fd6fbb,2,1,README.md,1
Cole Barbes,9456932a2494790555dbf779e22e6261104d8c01,1,1,README.md,1
Cole Barbes,0214a10d29862f54d5d5c4f1f32552ee816f6e08,1,1,README.md,1
Cole Barbes,2804b07d9c51e75e725955bc275d613e6e849d9d,2,0,README.md,1
Cole Barbes,ba914f2f8f253745bdc4726ae407cb964c1667be,8,2,README.md,1
Cole Barbes,420e915cfc428076c7c1697b3cb4ab014e797ef5,15,0,README.md,1
Cole Barbes,64646c09cd8ef20a7e90574639711d5ab887ad0d,1,1,README.md,1
Cole Barbes,09db7bd3b0a67d58a8494f1c11508894207a38c1,1,5,README.md,1
Cole Barbes,0e833a43831b32793a2457906003819d9d6c889f,5,3,README.md,1
Cole Barbes,0f261e12f2fb254669f53608eaec67570f929e9b,3,1,README.md,1
Cole Barbes,0b56c750246d787f2346634c1ab287e6292aab6b,1,1,README.md,1
Cole Barbes,dcb5eed6574cfbe27ccdf58c8144c4374686a105,1,1,README.md,1
Cole Barbes,80878859307a88317e7a83a4263365e3700f5b42,1,1,README.md,1
Cole Barbes,5db90e3ef36f7ec1034ba42d9baf1f3e5e628166,1,1,README.md,1
Cole Barbes,a7baf41ecd5e4f842502419ec59280ccb82d1717,1,1,README.md,1
Cole Barbes,f0305a56d90a353c86e8f8fa648deba886288a49,1,1,README.md,1
Cole Barbes,2916ebfbc30f72d5b8dc95caa9af0221d39750f7,160,0,.gitignore,2
Cole Barbes,2916ebfbc30f72d5b8dc95caa9af0221d39750f7,2,0,README.md,2
